,Room,Parking,Warehouse,Elevator,Address,Price,Price(USD),area
867,2,True,True,True,Shahran,4100000000.0,136666.67,74.0
868,3,True,True,True,Shahr-e-Ziba,5400000000.0,180000.0,130.0
869,2,True,True,True,Southern Janatabad,2400000000.0,80000.0,70.0
870,2,False,True,True,Parand,389000000.0,12966.67,75.0
871,2,True,False,True,Pasdaran,5000000000.0,166666.67,83.0
872,1,True,True,True,Central Janatabad,3500000000.0,116666.67,65.0
873,1,False,True,False,Qasr-od-Dasht,1100000000.0,36666.67,62.0
874,3,True,True,True,Southern Chitgar,1484000000.0,49466.67,140.0
875,3,True,True,True,Gheitarieh,25900000000.0,863333.33,235.0
876,2,True,True,True,Gheitarieh,8100000000.0,270000.0,102.0
877,3,True,True,True,Kahrizak,1242000000.0,41400.0,138.0
878,1,True,True,False,Andisheh,380000000.0,12666.67,49.0
879,3,True,True,False,Niavaran,45000000000.0,1500000.0,250.0
880,1,True,True,False,Salsabil,995000000.0,33166.67,48.0
881,2,True,True,False,Pirouzi,1550000000.0,51666.67,68.0
882,3,True,True,True,Marzdaran,5200000000.0,173333.33,128.0
883,1,True,True,True,Pirouzi,1380000000.0,46000.0,60.0
884,2,True,True,True,Northern Janatabad,3200000000.0,106666.67,85.0
885,2,True,True,True,Islamshahr,565000000.0,18833.33,85.0
886,2,True,False,False,Islamshahr,550000000.0,18333.33,78.0
887,1,True,True,False,Pirouzi,850000000.0,28333.33,38.0
888,2,True,False,True,Pirouzi,2760000000.0,92000.0,92.0
889,2,True,True,True,Shahran,4650000000.0,155000.0,95.0
890,3,True,True,True,East Ferdows Boulevard,3900000000.0,130000.0,105.0
891,2,False,False,True,Pardis,550000000.0,18333.33,92.0
892,2,True,True,False,West Ferdows Boulevard,2400000000.0,80000.0,76.0
893,2,True,True,True,Yaftabad,1250000000.0,41666.67,85.0
894,3,True,True,True,Gheitarieh,15350000000.0,511666.67,161.0
895,2,True,True,True,Yaftabad,1250000000.0,41666.67,85.0
896,1,True,False,True,Ray,750000000.0,25000.0,50.0
897,2,True,True,True,West Ferdows Boulevard,2650000000.0,88333.33,78.0
898,1,True,True,True,East Ferdows Boulevard,2150000000.0,71666.67,54.0
899,2,True,True,True,Shahr-e-Ziba,3800000000.0,126666.67,100.0
900,2,True,True,True,East Ferdows Boulevard,3500000000.0,116666.67,100.0
901,3,True,True,True,Jeyhoon,2330000000.0,77666.67,110.0
902,1,True,True,True,East Ferdows Boulevard,2050000000.0,68333.33,57.0
903,2,True,True,False,Andisheh,870000000.0,29000.0,63.0
904,2,True,True,True,Ostad Moein,3600000000.0,120000.0,100.0
905,1,False,True,False,Shahrake Qods,560000000.0,18666.67,80.0
906,2,True,True,True,East Ferdows Boulevard,4200000000.0,140000.0,115.0
907,1,True,True,False,West Ferdows Boulevard,1950000000.0,65000.0,68.0
908,2,True,True,True,East Ferdows Boulevard,2350000000.0,78333.33,75.0
909,1,True,True,False,West Ferdows Boulevard,1900000000.0,63333.33,48.0
910,2,True,True,False,West Ferdows Boulevard,2450000000.0,81666.67,75.0
911,2,True,True,True,Shahran,5000000000.0,166666.67,115.0
912,2,True,True,True,East Ferdows Boulevard,3500000000.0,116666.67,106.0
913,1,True,True,True,East Ferdows Boulevard,1980000000.0,66000.0,56.0
914,1,True,True,True,East Ferdows Boulevard,2080000000.0,69333.33,58.0
915,2,True,True,True,Central Janatabad,3700000000.0,123333.33,95.0
916,1,True,True,True,West Ferdows Boulevard,1900000000.0,63333.33,50.0
917,2,True,True,False,Central Janatabad,2100000000.0,70000.0,60.0
918,1,True,True,True,East Ferdows Boulevard,1920000000.0,64000.0,60.0
919,2,True,True,False,Mehran,2500000000.0,83333.33,92.0
920,1,True,True,True,West Ferdows Boulevard,2300000000.0,76666.67,57.0
921,2,True,True,False,West Ferdows Boulevard,2300000000.0,76666.67,72.0
922,2,True,True,False,East Ferdows Boulevard,2280000000.0,76000.0,71.0
923,2,True,True,True,Northren Jamalzadeh,3600000000.0,120000.0,123.0
924,1,True,True,True,West Ferdows Boulevard,1950000000.0,65000.0,50.0
925,1,True,True,True,Shahr-e-Ziba,1850000000.0,61666.67,58.0
926,1,True,True,True,East Ferdows Boulevard,2050000000.0,68333.33,54.0
927,2,True,True,True,Shahr-e-Ziba,2350000000.0,78333.33,85.0
928,2,True,True,True,West Ferdows Boulevard,3450000000.0,115000.0,85.0
929,3,False,True,True,Nasim Shahr,1300000000.0,43333.33,125.0
930,1,True,True,True,East Ferdows Boulevard,1920000000.0,64000.0,55.0
931,2,True,True,True,West Ferdows Boulevard,2500000000.0,83333.33,72.0
932,1,True,True,True,Shahr-e-Ziba,1850000000.0,61666.67,58.0
933,2,True,True,True,East Ferdows Boulevard,5200000000.0,173333.33,115.0
934,2,True,True,True,West Ferdows Boulevard,3450000000.0,115000.0,100.0
935,2,True,True,True,Persian Gulf Martyrs Lake,4170000000.0,139000.0,116.0
936,2,True,True,True,Persian Gulf Martyrs Lake,3250000000.0,108333.33,105.0
937,1,True,True,False,East Ferdows Boulevard,1800000000.0,60000.0,60.0
938,1,True,True,True,Feiz Garden,2120000000.0,70666.67,53.0
939,1,True,True,True,East Ferdows Boulevard,1780000000.0,59333.33,55.0
940,2,True,True,True,East Ferdows Boulevard,2250000000.0,75000.0,76.0
941,3,True,True,True,Persian Gulf Martyrs Lake,3500000000.0,116666.67,111.0
942,2,True,True,True,Golestan,2150000000.0,71666.67,77.0
943,1,True,True,True,East Ferdows Boulevard,1860000000.0,62000.0,58.0
944,2,True,True,False,Southern Program Organization,3200000000.0,106666.67,94.0
945,1,True,True,True,Shahr-e-Ziba,1880000000.0,62666.67,58.0
946,2,True,True,True,Golestan,3300000000.0,110000.0,108.0
947,1,True,True,True,Feiz Garden,2000000000.0,66666.67,56.0
948,2,True,True,True,North Program Organization,3250000000.0,108333.33,84.0
949,2,True,True,True,Azarbaijan,1950000000.0,65000.0,60.0
950,1,False,True,True,Pardis,470000000.0,15666.67,53.0
951,2,True,True,True,Pirouzi,2555000000.0,85166.67,73.0
952,2,False,False,True,Pirouzi,1970000000.0,65666.67,73.0
953,3,True,True,True,Pirouzi,5100000000.0,170000.0,150.0
954,2,True,True,True,Pirouzi,3762000000.0,125400.0,114.0
955,2,True,True,True,Ostad Moein,1585000000.0,52833.33,66.0
956,1,False,True,True,Pardis,540000000.0,18000.0,53.0
957,3,True,True,True,Pirouzi,4000000000.0,133333.33,125.0
958,3,True,True,True,Gheitarieh,13625000000.0,454166.67,145.0
959,3,True,True,True,Dezashib,18715000000.0,623833.33,197.0
960,2,True,True,True,Koohsar,4000000000.0,133333.33,105.0
961,3,True,True,True,Tenant,4050000000.0,135000.0,135.0
962,3,True,True,True,Shams Abad,4660000000.0,155333.33,137.0
963,2,True,True,False,Central Janatabad,3200000000.0,106666.67,90.0
964,2,True,True,True,Southern Janatabad,6625000000.0,220833.33,125.0
965,3,True,True,True,Gheitarieh,15500000000.0,516666.67,175.0
966,1,True,True,True,East Ferdows Boulevard,2300000000.0,76666.67,52.0
967,3,True,True,True,Persian Gulf Martyrs Lake,3100000000.0,103333.33,110.0
968,3,True,True,True,Persian Gulf Martyrs Lake,3100000000.0,103333.33,110.0
969,2,True,False,True,Persian Gulf Martyrs Lake,3300000000.0,110000.0,112.0
970,2,True,True,True,Shahran,2150000000.0,71666.67,65.0
971,1,True,True,True,Andisheh,400000000.0,13333.33,48.0
972,2,True,True,True,Persian Gulf Martyrs Lake,2800000000.0,93333.33,105.0
973,1,True,True,True,Shahr-e-Ziba,2240000000.0,74666.67,56.0
974,2,True,True,True,Golestan,1900000000.0,63333.33,108.0
975,2,True,True,True,Southern Janatabad,2920000000.0,97333.33,78.0
976,2,True,True,True,Parand,520000000.0,17333.33,85.0
977,2,True,True,True,Pardis,535000000.0,17833.33,105.0
978,3,True,True,True,Saadat Abad,11000000000.0,366666.67,145.0
979,3,True,True,True,Punak,8990000000.0,299666.67,145.0
980,3,True,True,True,Punak,6200000000.0,206666.67,140.0
981,2,True,True,True,Ostad Moein,1580000000.0,52666.67,66.0
982,3,True,True,True,Persian Gulf Martyrs Lake,3650000000.0,121666.67,121.0
983,2,True,True,True,Persian Gulf Martyrs Lake,3250000000.0,108333.33,105.0
984,2,False,True,True,Chardangeh,1200000000.0,40000.0,150.0
985,2,True,True,True,Central Janatabad,4480000000.0,149333.33,98.0
986,2,True,True,True,Persian Gulf Martyrs Lake,3350000000.0,111666.67,108.0
987,2,True,True,True,Ostad Moein,2600000000.0,86666.67,95.0
988,1,False,False,True,Fallah,900000000.0,30000.0,64.0
989,1,True,False,True,Fallah,1875000000.0,62500.0,75.0
990,1,True,True,True,West Ferdows Boulevard,1950000000.0,65000.0,50.0
991,2,True,True,True,Persian Gulf Martyrs Lake,2500000000.0,83333.33,90.0
992,2,True,True,True,Fallah,1510000000.0,50333.33,93.0
993,3,True,True,True,Persian Gulf Martyrs Lake,5750000000.0,191666.67,148.0
994,1,False,True,False,Eskandari,1050000000.0,35000.0,64.0
995,2,True,True,True,Persian Gulf Martyrs Lake,3600000000.0,120000.0,114.0
996,2,True,True,True,Persian Gulf Martyrs Lake,3500000000.0,116666.67,107.0
997,2,True,True,True,Persian Gulf Martyrs Lake,3270000000.0,109000.0,113.0
998,2,True,True,True,Gheitarieh,7400000000.0,246666.67,115.0
999,2,True,True,True,Persian Gulf Martyrs Lake,3600000000.0,120000.0,115.0
1000,2,True,True,True,Gholhak,8400000000.0,280000.0,120.0
1001,2,True,True,True,Central Janatabad,2700000000.0,90000.0,76.0
1002,2,True,True,True,North Program Organization,4520000000.0,150666.67,106.0
1003,2,True,True,True,Gheitarieh,6900000000.0,230000.0,105.0
1004,2,False,False,True,Ray,1570000000.0,52333.33,87.0
1005,2,True,True,True,Ostad Moein,1970000000.0,65666.67,68.0
1006,2,True,True,True,Punak,2580000000.0,86000.0,70.0
1007,3,True,True,True,Ostad Moein,5250000000.0,175000.0,165.0
1008,4,True,True,True,Dorous,47450000000.0,1581666.67,365.0
1009,3,True,True,True,Pasdaran,15500000000.0,516666.67,175.0
1010,1,True,True,True,West Ferdows Boulevard,1950000000.0,65000.0,50.0
1011,2,True,True,True,Saadat Abad,4800000000.0,160000.0,70.0
1012,3,True,True,True,Marzdaran,10230000000.0,341000.0,165.0
1013,2,True,True,True,Central Janatabad,5080000000.0,169333.33,115.0
1014,2,True,False,True,Shahr-e-Ziba,2900000000.0,96666.67,93.0
1015,3,True,True,True,Marzdaran,13000000000.0,433333.33,181.0
1016,1,True,True,True,Ostad Moein,1600000000.0,53333.33,57.0
1017,3,True,True,True,Marzdaran,11375000000.0,379166.67,175.0
1018,3,True,True,True,Marzdaran,8500000000.0,283333.33,146.0
1019,3,True,True,True,Marzdaran,6200000000.0,206666.67,135.0
1020,1,True,True,True,Southern Program Organization,1980000000.0,66000.0,50.0
1021,2,True,True,True,Pardis,535000000.0,17833.33,110.0
1022,2,True,True,True,Mahallati,7000000000.0,233333.33,108.0
1023,3,True,True,True,Pardis,610000000.0,20333.33,121.0
1024,3,True,True,True,Elahieh,35200000000.0,1173333.33,220.0
1025,4,True,True,True,Elahieh,38500000000.0,1283333.33,240.0
1026,2,True,True,True,Shahrakeh Naft,5500000000.0,183333.33,90.0
1027,2,True,True,True,Niavaran,12500000000.0,416666.67,117.0
1028,3,True,True,True,Punak,7550000000.0,251666.67,142.0
1029,1,True,True,False,West Ferdows Boulevard,1950000000.0,65000.0,55.0
1030,2,True,True,True,Shahran,3300000000.0,110000.0,85.0
1031,3,True,True,True,Niavaran,16300000000.0,543333.33,162.0
1032,2,True,True,True,Ajudaniye,6500000000.0,216666.67,100.0
1033,3,True,True,True,Shahrake Gharb,12400000000.0,413333.33,165.0
1034,3,True,True,True,Niavaran,15000000000.0,500000.0,150.0
1035,2,True,True,True,Qazvin Imamzadeh Hassan,1450000000.0,48333.33,83.0
1036,3,True,False,True,West Pars,10000000000.0,333333.33,200.0
1037,2,True,True,True,Abazar,6700000000.0,223333.33,95.0
1038,2,True,True,True,Persian Gulf Martyrs Lake,2350000000.0,78333.33,82.0
1039,3,True,True,True,Shahran,5600000000.0,186666.67,112.0
1040,2,True,True,True,Northern Janatabad,3900000000.0,130000.0,96.0
1041,3,True,True,True,Parand,425000000.0,14166.67,86.0
1042,2,True,True,True,Pardis,940000000.0,31333.33,105.0
1043,2,True,True,True,Ostad Moein,3280000000.0,109333.33,115.0
1044,2,True,True,True,Shahr-e-Ziba,3000000000.0,100000.0,87.0
1045,3,True,True,True,Farmanieh,11500000000.0,383333.33,165.0
1046,3,True,True,True,Marzdaran,7425000000.0,247500.0,135.0
1047,2,True,True,True,Feiz Garden,3670000000.0,122333.33,110.0
1048,2,True,True,True,Southern Janatabad,3500000000.0,116666.67,80.0
1049,2,True,True,True,Southern Janatabad,1800000000.0,60000.0,66.0
1050,2,True,True,True,Qazvin Imamzadeh Hassan,1550000000.0,51666.67,88.0
1051,1,True,True,False,Shahrake Qods,870000000.0,29000.0,70.0
1052,3,True,True,True,Feiz Garden,5600000000.0,186666.67,130.0
1053,2,True,True,True,North Program Organization,3000000000.0,100000.0,87.0
1054,2,True,True,True,Southern Janatabad,4500000000.0,150000.0,86.0
1055,1,True,True,True,Southern Program Organization,2400000000.0,80000.0,62.0
1056,3,True,True,True,Punak,6300000000.0,210000.0,125.0
1057,2,True,True,True,Pardis,725000000.0,24166.67,87.0
1058,2,True,True,True,Southern Janatabad,2000000000.0,66666.67,70.0
1059,2,True,True,True,Southern Janatabad,2700000000.0,90000.0,65.0
1060,2,True,True,True,Southern Janatabad,2100000000.0,70000.0,64.0
1061,2,True,True,True,Southern Janatabad,2200000000.0,73333.33,62.0
1062,2,True,True,True,Southern Janatabad,2500000000.0,83333.33,70.0
1063,3,True,True,True,Gheitarieh,8000000000.0,266666.67,140.0
1064,3,True,True,True,Gheitarieh,7100000000.0,236666.67,125.0
1065,2,True,True,True,Southern Janatabad,2100000000.0,70000.0,68.0
1066,2,True,False,False,West Ferdows Boulevard,2200000000.0,73333.33,67.0
1067,2,True,True,True,Southern Janatabad,2050000000.0,68333.33,64.0
1068,2,True,True,False,Jeyhoon,1500000000.0,50000.0,64.0
1069,2,True,True,False,Northern Janatabad,3900000000.0,130000.0,95.0
1070,2,True,True,True,Pardis,770000000.0,25666.67,97.0
1071,3,True,True,True,Persian Gulf Martyrs Lake,4300000000.0,143333.33,136.0
1072,1,True,True,True,West Ferdows Boulevard,2400000000.0,80000.0,70.0
1073,2,True,True,True,Qazvin Imamzadeh Hassan,1507000000.0,50233.33,85.0
1074,2,True,True,True,Pardis,950000000.0,31666.67,105.0
1075,1,True,False,True,North Program Organization,1900000000.0,63333.33,50.0
1076,1,True,True,True,Southern Program Organization,2750000000.0,91666.67,57.0
1077,3,True,True,True,Pardis,610000000.0,20333.33,121.0
1078,2,True,True,True,West Ferdows Boulevard,3300000000.0,110000.0,95.0
1079,2,True,True,True,West Ferdows Boulevard,2380000000.0,79333.33,65.0
1080,2,False,True,False,Tehransar,2000000000.0,66666.67,100.0
1081,3,True,True,True,Kook,3950000000.0,131666.67,128.0
1082,2,True,True,True,Gheitarieh,6000000000.0,200000.0,93.0
1083,2,True,True,True,Qazvin Imamzadeh Hassan,1275000000.0,42500.0,75.0
1084,4,True,True,False,Jeyhoon,4700000000.0,156666.67,133.0
1085,2,True,True,True,Northern Janatabad,4450000000.0,148333.33,100.0
1086,3,True,True,True,Persian Gulf Martyrs Lake,4800000000.0,160000.0,140.0
1087,2,True,True,True,Central Janatabad,3570000000.0,119000.0,92.0
1088,2,True,True,False,Amirabad,4500000000.0,150000.0,120.0
1089,1,True,True,False,Jeyhoon,1030000000.0,34333.33,45.0
1090,2,True,True,False,Gheitarieh,6890000000.0,229666.67,130.0
1091,2,False,True,True,Nawab,2185000000.0,72833.33,95.0
1092,3,False,False,False,Gheitarieh,10500000000.0,350000.0,150.0
1093,2,True,True,True,Qazvin Imamzadeh Hassan,1206000000.0,40200.0,72.0
1094,1,True,True,True,Central Janatabad,3350000000.0,111666.67,60.0
1095,3,True,True,True,Dorous,12000000000.0,400000.0,190.0
1096,2,True,True,True,Shahrake Gharb,9750000000.0,325000.0,125.0
1097,2,True,True,True,North Program Organization,3420000000.0,114000.0,90.0
1098,2,True,True,True,Shahr-e-Ziba,4100000000.0,136666.67,105.0
1099,2,True,True,True,Shahran,2850000000.0,95000.0,90.0
1100,2,True,True,True,Southern Janatabad,5600000000.0,186666.67,102.0
1101,1,True,True,True,Ostad Moein,1500000000.0,50000.0,50.0
1102,2,True,True,False,Punak,2250000000.0,75000.0,66.0
1103,3,True,True,True,Yousef Abad,8750000000.0,291666.67,125.0
1104,3,True,True,True,Parand,2050000000.0,68333.33,132.0
1105,2,True,True,True,Central Janatabad,4300000000.0,143333.33,103.0
1106,5,True,True,False,Yousef Abad,13500000000.0,450000.0,270.0
1107,2,True,True,True,Shahran,4180000000.0,139333.33,130.0
1108,2,True,True,False,,2020000000.0,67333.33,77.0
1109,1,True,True,True,,2300000000.0,76666.67,71.0
1110,3,True,True,True,Amirabad,8320000000.0,277333.33,160.0
1111,2,True,True,True,Shahran,3410000000.0,113666.67,110.0
1112,2,True,True,True,Shahran,1980000000.0,66000.0,75.0
1113,2,True,True,True,Shahran,2400000000.0,80000.0,75.0
1114,2,True,True,True,Northern Suhrawardi,4500000000.0,150000.0,85.0
1115,3,True,True,True,Heravi,15750000000.0,525000.0,225.0
1116,3,True,True,True,Saadat Abad,8500000000.0,283333.33,130.0
1117,2,True,True,True,Qazvin Imamzadeh Hassan,1679000000.0,55966.67,73.0
1118,2,True,True,True,Saadat Abad,5500000000.0,183333.33,95.0
1119,4,True,True,False,Shahrake Gharb,35000000000.0,1166666.67,250.0
1120,2,True,True,True,Salsabil,1750000000.0,58333.33,65.0
1121,2,True,True,True,Azarbaijan,2090000000.0,69666.67,64.0
1122,2,True,True,True,Villa,4130000000.0,137666.67,94.0
1123,2,True,True,True,Pardis,375000000.0,12500.0,110.0
1124,2,True,True,True,Pardis,550000000.0,18333.33,105.0
1125,3,True,True,True,Heravi,9000000000.0,300000.0,145.0
1126,2,True,True,True,Pardis,875000000.0,29166.67,105.0
1127,2,True,True,True,Farmanieh,12000000000.0,400000.0,120.0
1128,2,True,True,True,Hakimiyeh,3100000000.0,103333.33,100.0
1129,2,True,True,True,Water Organization,3800000000.0,126666.67,115.0
1130,2,False,True,True,Shahr-e-Ziba,3300000000.0,110000.0,100.0
1131,1,True,True,True,Ostad Moein,1280000000.0,42666.67,63.0
1132,1,False,False,False,West Ferdows Boulevard,1900000000.0,63333.33,55.0
1133,3,True,True,True,Heravi,15400000000.0,513333.33,220.0
1134,3,True,True,True,Nezamabad,3300000000.0,110000.0,123.0
1135,2,True,True,True,Qazvin Imamzadeh Hassan,1420000000.0,47333.33,81.0
1136,3,True,True,True,Jeyhoon,2800000000.0,93333.33,130.0
1137,2,True,True,True,Pasdaran,7700000000.0,256666.67,108.0
1138,3,True,True,True,Qasr-od-Dasht,2950000000.0,98333.33,135.0
1139,2,True,True,True,West Ferdows Boulevard,3500000000.0,116666.67,82.0
1140,2,True,True,True,Southern Program Organization,4250000000.0,141666.67,120.0
1141,3,True,True,True,Ajudaniye,30000000000.0,1000000.0,303.0
1142,3,True,True,True,Ozgol,18000000000.0,600000.0,200.0
1143,1,True,True,True,Shahran,1850000000.0,61666.67,50.0
1144,2,True,True,True,Shahran,3550000000.0,118333.33,80.0
1145,2,True,True,True,Pardis,1100000000.0,36666.67,100.0
1146,2,True,True,True,Shahran,2380000000.0,79333.33,85.0
1147,1,True,True,False,Shahran,1390000000.0,46333.33,44.0
1148,2,True,True,True,Tajrish,8200000000.0,273333.33,115.0
1149,2,True,True,True,North Program Organization,2930000000.0,97666.67,75.0
1150,1,True,True,True,Shahran,2220000000.0,74000.0,65.0
1151,2,True,True,True,Central Janatabad,3480000000.0,116000.0,86.0
1152,2,True,True,True,Yousef Abad,5700000000.0,190000.0,106.0
1153,3,True,True,True,Zaferanieh,36000000000.0,1200000.0,203.0
1154,2,True,True,True,Shahr-e-Ziba,2700000000.0,90000.0,92.0
1155,1,True,True,True,Southern Program Organization,2170000000.0,72333.33,62.0
1156,2,True,True,True,Pasdaran,6700000000.0,223333.33,92.0
1157,3,True,True,True,Pasdaran,9900000000.0,330000.0,180.0
1158,2,True,True,True,Central Janatabad,3150000000.0,105000.0,85.0
1159,1,True,True,True,Saadat Abad,3300000000.0,110000.0,60.0
1160,2,True,True,True,East Ferdows Boulevard,3400000000.0,113333.33,100.0
1161,2,True,True,True,Northern Janatabad,5100000000.0,170000.0,100.0
1162,2,True,True,True,Garden of Saba,7500000000.0,250000.0,121.0
1163,1,True,True,True,Farmanieh,5600000000.0,186666.67,63.0
1164,2,True,True,True,West Ferdows Boulevard,4400000000.0,146666.67,98.0
1165,2,True,True,True,Pasdaran,3500000000.0,116666.67,67.0
1166,2,True,True,True,West Ferdows Boulevard,2830000000.0,94333.33,87.0
1167,3,True,True,True,Pasdaran,5300000000.0,176666.67,115.0
1168,1,False,False,True,Punak,2300000000.0,76666.67,49.0
1169,0,False,True,False,Ostad Moein,650000000.0,21666.67,40.0
1170,3,True,True,True,Yousef Abad,8000000000.0,266666.67,130.0
1171,3,True,True,False,Pasdaran,8000000000.0,266666.67,144.0
1172,2,True,True,True,Ostad Moein,1585000000.0,52833.33,66.0
1173,1,True,True,True,Southern Janatabad,2430000000.0,81000.0,53.0
1174,2,True,True,True,Central Janatabad,3400000000.0,113333.33,88.0
1175,2,True,True,True,Southern Janatabad,3900000000.0,130000.0,105.0
1176,2,True,True,True,Qalandari,6560000000.0,218666.67,90.0
1177,2,True,True,True,Dezashib,11250000000.0,375000.0,125.0
1178,2,True,True,True,Tarasht,2150000000.0,71666.67,75.0
1179,3,True,True,True,Niavaran,17000000000.0,566666.67,170.0
1180,3,True,True,True,Elahieh,32640000000.0,1088000.0,204.0
1181,2,True,True,True,Feiz Garden,3600000000.0,120000.0,95.0
1182,1,True,True,False,Andisheh,500000000.0,16666.67,54.0
1183,2,True,True,True,Shahr-e-Ziba,3220000000.0,107333.33,98.0
1184,2,True,True,True,Feiz Garden,3600000000.0,120000.0,90.0
1185,2,True,True,True,Feiz Garden,3800000000.0,126666.67,97.0
1186,2,True,True,True,East Ferdows Boulevard,2530000000.0,84333.33,71.0
1187,3,True,True,True,Shahrake Gharb,12000000000.0,400000.0,150.0
1188,3,True,True,True,Pasdaran,8100000000.0,270000.0,116.0
1189,2,True,True,True,Saadat Abad,8600000000.0,286666.67,120.0
1190,2,True,True,True,West Ferdows Boulevard,2400000000.0,80000.0,79.0
1191,2,True,True,True,West Ferdows Boulevard,3100000000.0,103333.33,79.0
1192,2,True,True,True,Dorous,10000000000.0,333333.33,135.0
1193,2,True,True,True,West Ferdows Boulevard,3950000000.0,131666.67,110.0
1194,2,True,True,False,Shahr-e-Ziba,1890000000.0,63000.0,75.0
1195,3,True,True,True,Shahr-e-Ziba,4700000000.0,156666.67,110.0
1196,2,True,True,True,West Ferdows Boulevard,3800000000.0,126666.67,87.0
1197,2,True,True,True,Punak,3750000000.0,125000.0,75.0
1198,2,True,True,True,West Ferdows Boulevard,3950000000.0,131666.67,108.0
1199,2,True,True,True,Central Janatabad,5700000000.0,190000.0,110.0
1200,2,True,True,True,Shahr-e-Ziba,5100000000.0,170000.0,100.0
1201,1,True,True,True,Ostad Moein,1280000000.0,42666.67,63.0
1202,3,True,True,True,Shahrake Gharb,9200000000.0,306666.67,140.0
1203,2,True,True,False,Southern Janatabad,2113000000.0,70433.33,72.0
1204,2,True,True,False,Southern Janatabad,2108000000.0,70266.67,73.0
1205,3,True,True,True,Dezashib,12325000000.0,410833.33,145.0
1206,2,True,True,False,Northern Janatabad,2385000000.0,79500.0,75.0
1207,2,True,True,True,Yousef Abad,6300000000.0,210000.0,92.0
1208,2,True,True,True,Si Metri Ji,2220000000.0,74000.0,80.0
1209,2,True,True,True,Ekhtiarieh,8890000000.0,296333.33,127.0
1210,2,True,True,True,Ostad Moein,1585000000.0,52833.33,66.0
1211,2,True,True,True,Yousef Abad,3920000000.0,130666.67,74.0
1212,3,True,True,True,Parand,1260000000.0,42000.0,105.0
1213,3,True,True,False,Parand,1400000000.0,46666.67,112.0
1214,2,True,True,True,Shahrake Gharb,7500000000.0,250000.0,120.0
1215,3,True,True,True,Pardis,500000000.0,16666.67,123.0
1216,3,True,True,True,Shahrake Gharb,10000000000.0,333333.33,140.0
1217,1,True,True,True,Punak,3500000000.0,116666.67,63.0
1218,1,True,True,True,Punak,1950000000.0,65000.0,56.0
1219,2,True,True,True,Feiz Garden,4350000000.0,145000.0,105.0
1220,2,True,True,True,Yousef Abad,5000000000.0,166666.67,97.0
1221,3,True,True,True,Jordan,9200000000.0,306666.67,140.0
1222,2,True,True,False,Central Janatabad,1650000000.0,55000.0,60.0
1223,2,True,True,True,Pardis,500000000.0,16666.67,100.0
1224,1,False,True,True,Punak,2000000000.0,66666.67,54.0
1225,2,True,True,True,Ekhtiarieh,6000000000.0,200000.0,90.0
1226,2,True,True,True,Feiz Garden,3950000000.0,131666.67,92.0
1227,2,False,True,False,Feiz Garden,1900000000.0,63333.33,65.0
1228,2,True,True,True,Andisheh,896000000.0,29866.67,76.0
1229,2,True,True,True,Southern Janatabad,2600000000.0,86666.67,72.0
1230,3,True,True,True,Farmanieh,11500000000.0,383333.33,135.0
1231,1,False,True,True,Punak,2000000000.0,66666.67,54.0
1232,2,True,True,True,Pardis,500000000.0,16666.67,87.0
1233,3,True,True,True,Farmanieh,26000000000.0,866666.67,255.0
1234,2,True,True,False,Yousef Abad,4300000000.0,143333.33,100.0
1235,2,True,True,True,Niavaran,19845000000.0,661500.0,194.0
1236,2,True,True,True,Qalandari,9150000000.0,305000.0,600.0
1237,3,True,True,True,Saadat Abad,13500000000.0,450000.0,160.0
1238,2,True,True,True,Gheitarieh,6958000000.0,231933.33,98.0
1239,3,False,False,False,Andisheh,1600000000.0,53333.33,133.0
1240,2,True,True,True,West Ferdows Boulevard,5616000000.0,187200.0,108.0
1241,2,True,True,True,Shahr-e-Ziba,2800000000.0,93333.33,76.0
1242,2,True,True,True,Razi,1230000000.0,41000.0,73.0
1243,2,True,True,True,Southern Program Organization,3150000000.0,105000.0,76.0
1244,2,True,True,True,Southern Program Organization,3680000000.0,122666.67,80.0
1245,2,True,True,True,Gheitarieh,6600000000.0,220000.0,92.0
1246,2,True,True,True,Qalandari,8500000000.0,283333.33,130.0
1247,2,True,True,True,Azari,1640000000.0,54666.67,71.0
1248,1,True,True,True,Shahran,1900000000.0,63333.33,56.0
1249,2,True,True,True,Pardis,890000000.0,29666.67,105.0
1250,2,True,True,True,West Ferdows Boulevard,3750000000.0,125000.0,110.0
1251,2,True,True,True,Central Janatabad,4370000000.0,145666.67,93.0
1252,3,True,True,True,Pasdaran,9645000000.0,321500.0,179.0
1253,2,True,True,True,Gholhak,6200000000.0,206666.67,100.0
1254,3,True,True,True,Saadat Abad,5200000000.0,173333.33,110.0
1255,2,True,True,True,Northern Janatabad,4850000000.0,161666.67,98.0
1256,2,True,True,True,Saadat Abad,5550000000.0,185000.0,101.0
1257,2,True,True,True,Pardis,800000000.0,26666.67,105.0
1258,3,True,True,True,Heravi,9850000000.0,328333.33,157.0
1259,3,True,True,True,Pasdaran,9900000000.0,330000.0,180.0
1260,2,True,True,True,Qazvin Imamzadeh Hassan,1620000000.0,54000.0,90.0
1261,2,True,True,True,Pardis,760000000.0,25333.33,97.0
1262,3,True,True,True,Persian Gulf Martyrs Lake,1272000000.0,42400.0,120.0
1263,4,True,True,True,Velenjak,48000000000.0,1600000.0,303.0
1264,1,True,True,True,Yousef Abad,3250000000.0,108333.33,60.0
